Confirmed	State	County Name	Special Id	Production	1-Apr-22	1-Aug-22	1-Dec-22	1-Feb-23	1-Jul-22	1-Jun-22	1-Mar-23	1-May-22	2-Dec-22	2-Jul-22	2-Jun-22	2-Mar-23	2-Sep-22	3-Apr-23	3-Dec-22	3-Feb-23	3-Jan-23	3-Jun-22	3-Mar-23	3-May-22	3-Nov-22	4-Apr-22	4-Apr-23	4-Jan-23	4-Jun-22	4-Mar-23	4-May-22	4-May-23	4-Nov-22	5-Apr-22	5-Dec-22	5-Jan-23	5-Mar-23	5-May-22	5-Nov-22	5-Oct-22	6-Apr-23	6-Dec-22	6-Jul-22	6-Jun-22	6-May-22	6-Oct-22	6-Sep-22	7-Apr-22	7-Apr-23	7-Dec-22	7-Jun-22	7-May-22	7-Oct-22	8-Apr-23	8-Jun-22	8-Mar-23	8-May-22	8-Nov-22	8-Oct-22	9-Apr-23	9-Dec-22	9-Jun-22	9-Mar-23	9-May-22	10-Apr-23	10-Dec-22	10-Jun-22	10-May-22	10-Nov-22	11-Apr-22	11-Apr-23	11-Aug-22	11-Jun-22	11-May-22	11-Nov-22	11-Oct-22	12-Apr-22	12-Apr-23	12-Dec-22	12-Feb-23	12-Mar-22	12-May-22	12-Oct-22	13-Apr-22	13-Apr-23	13-Dec-22	13-Feb-23	13-Jan-23	13-Jul-22	13-May-22	13-Nov-22	13-Oct-22	14-Apr-22	14-Apr-23	14-Dec-22	14-Jan-23	14-Jul-22	14-Oct-22	15-Apr-22	15-Aug-22	15-Jan-23	15-Mar-22	15-May-22	15-Nov-22	15-Oct-22	15-Sep-22	16-Apr-23	16-Dec-22	16-Feb-23	16-Jun-22	16-May-22	16-Nov-22	17-Jan-23	17-Jun-22	17-Mar-23	17-May-22	17-Nov-22	17-Oct-22	18-Apr-23	18-Feb-23	18-Jan-23	18-Jul-22	18-Jun-22	18-May-22	18-Oct-22	19-Apr-22	19-Apr-23	19-Dec-22	19-Jan-23	19-May-22	19-Nov-22	19-Sep-22	20-Apr-22	20-Dec-22	20-Jan-23	20-May-22	20-Oct-22	21-Apr-22	21-Mar-23	21-May-22	21-Nov-22	21-Oct-22	22-Apr-22	22-Dec-22	22-Mar-23	22-May-22	22-Nov-22	22-Oct-22	22-Sep-22	23-Apr-22	23-Dec-22	23-Feb-23	23-Jan-23	23-Mar-22	23-May-22	24-Apr-22	24-Aug-22	24-Dec-22	24-Jan-23	24-May-22	24-Nov-22	24-Sep-22	25-Apr-22	25-Dec-22	25-Jun-22	25-May-22	25-Nov-22	25-Oct-22	26-Apr-22	26-Dec-22	26-Jan-23	26-Mar-23	26-May-22	26-Oct-22	27-Apr-22	27-Apr-23	27-Dec-22	27-Mar-22	27-May-22	27-Nov-22	27-Oct-22	28-Apr-22	28-Apr-23	28-Dec-22	28-Jan-23	28-May-22	28-Oct-22	28-Sep-22	29-Apr-22	29-Dec-22	29-Nov-22	29-Oct-22	29-Sep-22	30-Apr-22	30-Dec-22	30-Jun-22	30-Oct-22	30-Sep-22	31-Jan-23	31-Mar-23	31-May-22	31-Oct-22	Active	NA
26-Jul-22	Montana	Flathead	Flathead 01	WOAH Non-Poultry																																																																																																																																																																																																								7
26-Jul-22	Utah	Sanpete	Sanpete 03	Commercial Turkey Meat Bird																																																																																																																																																									"12,700"																																															
26-Jul-22	Washington	Jefferson	Jefferson 02	WOAH Non-Poultry																																																																																																																																																																																																								80
22-Jul-22	Oregon	Deschutes	Deschutes 05	WOAH Non-Poultry																																																																																																																																																																																																								120
22-Jul-22	Oregon	Deschutes	Deschutes 06	WOAH Non-Poultry																																																																																																																																																																																																								90
21-Jul-22	Florida	Seminole	Seminole 01	WOAH Non-Poultry																																																																																																																																																																																																								160
21-Jul-22	Oregon	Deschutes	Deschutes 04	WOAH Poultry																																																																																																60																																																																																																								
19-Jul-22	Oregon	Deschutes	Deschutes 03	WOAH Poultry																																																																																																100																																																																																																								
19-Jul-22	Utah	Sanpete	Sanpete 02	Commercial Turkey Meat Bird																																											"23,300"																																																																																																																																																													
19-Jul-22	Washington	Snohomish	Snohomish 06	WOAH Poultry																																																																				340																																																																																																																																				
15-Jul-22	Oregon	Deschutes	Deschutes 02	WOAH Poultry																																																																																																60																																																																																																								
14-Jul-22	Utah	Sanpete	Sanpete 01	Commercial Turkey Meat Bird																																																																																																																																																									"15,500"																																															
12-Jul-22	Oregon	Deschutes	Deschutes 01	WOAH Poultry																																																																																																100																																																																																																								
7-Jul-22	Nevada	Carson City	Carson City 01	WOAH Non-Poultry																																																																																																																																																																																																								40
6-Jul-22	Oregon	Linn	Linn 02	WOAH Non-Poultry																																																																																																																																																																																																								40
6-Jul-22	Washington	Jefferson	Jefferson 01	WOAH Non-Poultry																																																																																																																																																																																																								20
1-Jul-22	Utah	Salt Lake	Salt Lake 03	WOAH Non-Poultry																																																																																																																																																																																																								20
1-Jul-22	Washington	King	King 07	WOAH Poultry		220																																																																																																																																																																																																						
1-Jul-22	Washington	Kitsap	Kitsap 01	WOAH Non-Poultry																																																																																																																																																																																																								6
29-Jun-22	Maine	Cumberland	Cumberland 02	WOAH Non-Poultry																																																																																																																																																																																																								20
29-Jun-22	Washington	Yakima	Yakima 04	WOAH Non-Poultry																																																																																																																																																																																																								6
24-Jun-22	Washington	Pierce	Pierce 03	WOAH Non-Poultry																																																																																																																																																																																																								50
22-Jun-22	Washington	King	King 05	WOAH Non-Poultry																																																																																																																																																																																																								9
22-Jun-22	Washington	King	King 06	WOAH Non-Poultry																																																																																																																																																																																																								3
22-Jun-22	Washington	Snohomish	Snohomish 05	WOAH Non-Poultry																																																																																																																																																																																																								200
22-Jun-22	Washington	Yakima	Yakima 03	WOAH Non-Poultry																																																																																																																																																																																																								90
14-Jun-22	Washington	Yakima	Yakima 02	WOAH Non-Poultry																																																																																																																																																																																																								30
13-Jun-22	Utah	Salt Lake	Salt Lake 02	WOAH Non-Poultry																																																																																																																																																																																																								70
9-Jun-22	Colorado	Weld	Weld 03	Commercial Table Egg Pullets																																																																																																																						"205,000"																																																																																		
9-Jun-22	Indiana	Allen	Allen 03	WOAH Non-Poultry																																																																																																																																																																																																								40
9-Jun-22	Washington	Snohomish	Snohomish 03	WOAH Non-Poultry																																																																																																																																																																																																								30
9-Jun-22	Washington	Snohomish	Snohomish 04	WOAH Non-Poultry																																																																																																																																																																																																								9
9-Jun-22	Washington	Yakima	Yakima 01	WOAH Non-Poultry																																																																																																																																																																																																								70
8-Jun-22	Oregon	Polk	Polk 01	WOAH Non-Poultry																																																																																																																																																																																																								90
7-Jun-22	Colorado	Weld	Weld 02	Commercial Table Egg Layer																																																																																																																						"1,936,800"																																																																																		
7-Jun-22	Indiana	Allen	Allen 02	WOAH Poultry																																																																																																																							110																																																																																	
7-Jun-22	Washington	King	King 04	WOAH Poultry																																																																																					50																																																																																																																			
6-Jun-22	North Dakota	Mchenry	McHenry 01	WOAH Poultry																																																																																																														30																																																																																										
2-Jun-22	Pennsylvania	Berks	Berks 10	Commercial Duck Meat Bird										"30,100"																																																																																																																																																																																														
2-Jun-22	Washington	Snohomish	Snohomish 02	WOAH Non-Poultry																																																																																																																																																																																																								30
1-Jun-22	Georgia	Toombs	Toombs 01	WOAH Non-Poultry																																																																																																																																																																																																								490
31-May-22	Minnesota	Becker	Becker 02	WOAH Non-Poultry																																																																																																																																																																																																								40
27-May-22	Washington	Snohomish	Snohomish 01	WOAH Non-Poultry																																																																																																																																																																																																								40
25-May-22	Washington	King	King 03	WOAH Non-Poultry																																																																																																																																																																																																								20
24-May-22	Idaho	Ada	Ada 11	WOAH Non-Poultry																																																																																																																																																																																																								30
24-May-22	Washington	King	King 01	WOAH Non-Poultry																																																																																																																																																																																																								7
24-May-22	Washington	King	King 02	WOAH Non-Poultry																																																																																																																																																																																																								180
23-May-22	Pennsylvania	Berks	Berks 09	Commercial Duck Breeder																																							"4,700"																																																																																																																																																																	
23-May-22	Wisconsin	Bayfield	Bayfield 01	WOAH Non-Poultry																																																																																																																																																																																																								40
21-May-22	Minnesota	Dakota	Dakota 01	Commercial Turkey Meat Bird																																																			"54,400"																																																																																																																																																					
20-May-22	Idaho	Ada	Ada 10	WOAH Non-Poultry																																																																																																																																																																																																								7
20-May-22	Minnesota	Polk	Polk 01	WOAH Non-Poultry																																																																																																																																																																																																								50
20-May-22	South Dakota	Codington	Codington 01	WOAH Poultry																																															80																																																																																																																																																									
20-May-22	Wyoming	Campbell	Campbell 01	WOAH Non-Poultry																																																																																																																																																																																																								30
19-May-22	Colorado	Jefferson	Jefferson 01	WOAH Non-Poultry																																																																																																																																																																																																								10
19-May-22	Idaho	Ada	Ada 08	WOAH Poultry																																																										70																																																																																																																																														
19-May-22	Idaho	Ada	Ada 09	WOAH Non-Poultry																																																																																																																																																																																																								30
19-May-22	Idaho	Canyon	Canyon 09	WOAH Non-Poultry																																																																																																																																																																																																								10
19-May-22	Idaho	Canyon	Canyon 10	WOAH Non-Poultry																																																																																																																																																																																																								10
19-May-22	Indiana	Allen	Allen 01	WOAH Non-Poultry																																																																																																																																																																																																								7
18-May-22	Idaho	Ada	Ada 07	WOAH Non-Poultry																																																																																																																																																																																																								6
18-May-22	Idaho	Canyon	Canyon 06	WOAH Poultry																																																																																																										160																																																																																														
18-May-22	Idaho	Canyon	Canyon 07	WOAH Poultry																									6																																																																																																																																																																															
18-May-22	Idaho	Canyon	Canyon 08	WOAH Non-Poultry																																																																																																																																																																																																								10
18-May-22	Minnesota	Clay	Clay 01	WOAH Non-Poultry																																																																																																																																																																																																								20
18-May-22	Minnesota	Kandiyohi	Kandiyohi 09	Commercial Turkey Breeder Toms																																																																					"4,700"																																																																																																																																			
18-May-22	Pennsylvania	Berks	Berks 08	Commercial Duck Breeder																																																																																																																																																																	"7,200"																																							
17-May-22	Idaho	Ada	Ada 05	WOAH Non-Poultry																																																																																																																																																																																																								20
17-May-22	Idaho	Ada	Ada 06	WOAH Poultry																									9																																																																																																																																																																															
17-May-22	Idaho	Canyon	Canyon 03	WOAH Poultry																																																										30																																																																																																																																														
17-May-22	Idaho	Canyon	Canyon 04	WOAH Non-Poultry																																																																																																																																																																																																								50
17-May-22	Idaho	Canyon	Canyon 05	WOAH Poultry																		30																																																																																																																																																																																						
17-May-22	Illinois	Boone	Boone 01	WOAH Non-Poultry																																																																																																																																																																																																								20
17-May-22	New Jersey	Monmouth	Monmouth 01	WOAH Poultry																																																																																																										60																																																																																														
17-May-22	North Dakota	Burke	Burke 01	WOAH Non-Poultry																																																																																																																																																																																																								50
17-May-22	Oregon	Lane	Lane 01	WOAH Poultry																																								450																																																																																																																																																																
17-May-22	Pennsylvania	Berks	Berks 07	Commercial Table Egg Layer																																																																																																																																																																	"79,000"																																							
17-May-22	Utah	Salt Lake	Salt Lake 01	WOAH Non-Poultry																																																																																																																																																																																																								30
17-May-22	Washington	Thurston	Thurston 01	WOAH Non-Poultry																																																																																																																																																																																																								410
16-May-22	Wisconsin	Dunn	Dunn 01	WOAH Non-Poultry																																																																																																																																																																																																								150
14-May-22	Pennsylvania	Berks	Berks 06	Commercial Table Egg Breeder					"83,700"																																																																																																																																																																																																			
13-May-22	Idaho	Ada	Ada 04	WOAH Non-Poultry																																																																																																																																																																																																								60
13-May-22	Idaho	Canyon	Canyon 02	WOAH Non-Poultry																																																																																																																																																																																																								9
13-May-22	Wisconsin	Barron	Barron 07	Commercial Turkey Meat Bird																																								"10,500"																																																																																																																																																																
13-May-22	Wisconsin	Marinette	Marinette 01	WOAH Non-Poultry																																																																																																																																																																																																								90
13-May-22	Wyoming	Lincoln	Lincoln 01	WOAH Non-Poultry																																																																																																																																																																																																								40
13-May-22	Wyoming	Sheridan	Sheridan 02	WOAH Non-Poultry																																																																																																																																																																																																								20
12-May-22	Idaho	Ada	Ada 03	WOAH Non-Poultry																																																																																																																																																																																																								10
12-May-22	Minnesota	Chisago	Chisago 05	WOAH Non-Poultry																																																																																																																																																																																																								40
12-May-22	Minnesota	Grant	Grant 01	WOAH Non-Poultry																																																																																																																																																																																																								310
12-May-22	Washington	Okanogan	Okanogan 01	WOAH Non-Poultry																																																																																																																																																																																																								20
12-May-22	Washington	Whatcom	Whatcom 01	WOAH Non-Poultry																																																																																																																																																																																																								80
11-May-22	Idaho	Ada	Ada 02	WOAH Non-Poultry																																																																																																																																																																																																								4
11-May-22	Minnesota	Chisago	Chisago 04	WOAH Poultry																																																																																																																																																																																						160																		
11-May-22	Utah	Cache	Cache 02	WOAH Non-Poultry																																																																																																																																																																																																								20
11-May-22	Washington	Clallam	Clallam 01	WOAH Non-Poultry																																																																																																																																																																																																								10
11-May-22	Washington	Clallam	Clallam 02	WOAH Non-Poultry																																																																																																																																																																																																								10
11-May-22	Washington	Pierce	Pierce 01	WOAH Non-Poultry																																																																																																																																																																																																								20
10-May-22	Idaho	Ada	Ada 01	WOAH Poultry																																																			70																																																																																																																																																					
10-May-22	Michigan	Muskegon	Muskegon 01	Commercial Turkey Meat Bird																																															"35,100"																																																																																																																																																									
10-May-22	Minnesota	Crow Wing	Crow Wing 01	WOAH Poultry																																																																																																																																																																		150																																						
10-May-22	Minnesota	Todd	Todd 06	WOAH Non-Poultry																																																																																																																																																																																																								50
10-May-22	Pennsylvania	Berks	Berks 04	Commercial Duck Breeder																																																																																																																																																																																																"23,800"								
10-May-22	Pennsylvania	Berks	Berks 05	Commercial Duck Meat Bird																																																																																																														"37,300"																																																																																										
10-May-22	Pennsylvania	Lancaster	Lancaster 08	Commercial Table Egg Layer																																																																																																																							"72,300"																																																																																	
10-May-22	Washington	Pierce	Pierce 02	WOAH Non-Poultry																																																																																																																																																																																																								20
9-May-22	Idaho	Canyon	Canyon 01	WOAH Poultry																																																																																																																																																																		50																																						
7-May-22	Washington	Spokane	Spokane 01	WOAH Non-Poultry																																																																																																																																																																																																								80
7-May-22	Wisconsin	Barron	Barron 06	Commercial Turkey Meat Bird																																								"20,100"																																																																																																																																																																
6-May-22	Michigan	Oakland	Oakland 01	WOAH Non-Poultry																																																																																																																																																																																																								50
6-May-22	Minnesota	Anoka	Anoka 01	WOAH Non-Poultry																																																																																																																																																																																																								10
6-May-22	Montana	Fergus	Fergus 02	WOAH Non-Poultry																																																																																																																																																																																																								20
5-May-22	Oregon	Linn	Linn 01	WOAH Non-Poultry																																																																																																																																																																																																								90
5-May-22	Washington	Pacific	Pacific 01	WOAH Poultry																									40																																																																																																																																																																															
5-May-22	Wisconsin	Pierce	Pierce 01	WOAH Non-Poultry																																																																																																																																																																																																								30
4-May-22	Iowa	Bremer	Bremer 02	WOAH Non-Poultry																																																																																																																																																																																																								50
4-May-22	Minnesota	Carver	Carver 02	WOAH Non-Poultry																																																																																																																																																																																																								30
4-May-22	South Dakota	Day	Day 01	WOAH Poultry																		80																																																																																																																																																																																						
4-May-22	South Dakota	Hamlin	Hamlin 01	WOAH Non-Poultry																																																																																																																																																																																																								20
3-May-22	Illinois	Kane	Kane 01	WOAH Non-Poultry																																																																																																																																																																																																								50
3-May-22	Minnesota	Chisago	Chisago 03	WOAH Non-Poultry																																																																																																																																																																																																								30
3-May-22	Minnesota	Lyon	Lyon 01	Commercial Turkey Meat Bird						"120,300"																																																																																																																																																																																																		
3-May-22	Pennsylvania	Berks	Berks 01	Commercial Duck Breeder																																																																																																																																																																																																					"29,600"			
3-May-22	Pennsylvania	Berks	Berks 02	Commercial Duck Meat Bird																																																																																																																																																																																																					"74,300"			
3-May-22	South Dakota	Beadle	Beadle 04	Commercial Turkey Meat Bird																																																																																																																																																																		"56,200"																																						
3-May-22	Wisconsin	Barron	Barron 04	Commercial Turkey Meat Bird																																																																																																																																																																															"19,300"																									
3-May-22	Wisconsin	Barron	Barron 05	Commercial Turkey Meat Bird																																																																																																																																																																															"46,700"																									
3-May-22	Wisconsin	Fond Du Lac	Fond du Lac 01	WOAH Non-Poultry																																																																																																																																																																																																								20
3-May-22	Wisconsin	Polk	Polk 03	WOAH Non-Poultry																																																																																																																																																																																																								120
3-May-22	Wisconsin	Sauk	Sauk 01	WOAH Non-Poultry																																																																																																																																																																																																								40
30-Apr-22	Michigan	Branch	Branch 01	WOAH Non-Poultry																																																																																																																																																																																																								20
30-Apr-22	Minnesota	Chisago	Chisago 01	WOAH Non-Poultry																																																																																																																																																																																																								60
30-Apr-22	Minnesota	Chisago	Chisago 02	WOAH Non-Poultry																																																																																																																																																																																																								30
30-Apr-22	Minnesota	Morrison	Morrison 12	WOAH Non-Poultry																																																																																																																																																																																																								50
30-Apr-22	Oklahoma	Sequoyah	Sequoyah 01	Commercial Broiler Breeder																																																																																																																														"13,800"																																																																										
29-Apr-22	Alaska	Matanuska Susitna	Matanuska-Susitna 01	WOAH Non-Poultry																																																																																																																																																																																																								30
29-Apr-22	Colorado	Weld	Weld 01	Commercial Table Egg Layer																																																			"1,366,200"																																																																																																																																																					
29-Apr-22	Minnesota	Stearns	Stearns 09	Commercial Turkey Breeder Hens											"9,600"																																																																																																																																																																																													
29-Apr-22	Montana	Fergus	Fergus 01	WOAH Non-Poultry																																																																																																																																																																																																								110
29-Apr-22	Montana	Gallatin	Gallatin 01	WOAH Non-Poultry																																																																																																																																																																																																								20
29-Apr-22	Montana	Pondera	Pondera 01	WOAH Non-Poultry																																																																																																																																																																																																								"2,000"
29-Apr-22	Nebraska	Washington	Washington 01	WOAH Non-Poultry																																																																																																																																																																																																								50
29-Apr-22	Pennsylvania	Lancaster	Lancaster 07	Commercial Duck Meat Bird																																																																																																																																				"19,300"																																																																				
29-Apr-22	Wisconsin	Barron	Barron 03	WOAH Non-Poultry																																																																																																																																																																																																								150
29-Apr-22	Wisconsin	Oconto	Oconto 01	WOAH Non-Poultry																																																																																																																																																																																																								220
28-Apr-22	Indiana	Johnson	Johnson 01	WOAH Non-Poultry																																																																																																																																																																																																								40
28-Apr-22	Michigan	Wexford	Wexford 01	WOAH Poultry																																																																																						70																																																																																																																		
28-Apr-22	Minnesota	Carver	Carver 01	WOAH Non-Poultry																																																																																																																																																																																																								20
28-Apr-22	Minnesota	Swift	Swift 04	WOAH Non-Poultry																																																																																																																																																																																																								20
28-Apr-22	Vermont	Caledonia	Caledonia 01	WOAH Non-Poultry																																																																																																																																																																																																								30
28-Apr-22	Wisconsin	Barron	Barron 02	Commercial Turkey Meat Bird																																																																																																																																																																															"110,700"																									
27-Apr-22	Kansas	Republic	Republic 01	WOAH Poultry						110																																																																																																																																																																																																		
27-Apr-22	Michigan	Saginaw	Saginaw 01	WOAH Non-Poultry																																																																																																																																																																																																								80
27-Apr-22	Nebraska	Knox	Knox 01	Commercial Table Egg Layer																																																																																																														"2,118,000"																																																																																										
27-Apr-22	Pennsylvania	Lancaster	Lancaster 06	Commercial Broiler Breeder Pullets																																																																																																																														"18,100"																																																																										
26-Apr-22	Iowa	Kossuth	Kossuth 01	WOAH Non-Poultry																																																																																																																																																																																																								4
26-Apr-22	Montana	Missoula	Missoula 01	WOAH Non-Poultry																																																																																																																																																																																																								70
26-Apr-22	North Dakota	Richland	Richland 02	WOAH Poultry																																																																																																											20																																																																																													
26-Apr-22	Pennsylvania	Lancaster	Lancaster 05	Commercial Table Egg Layer																																																																																													"307,400"																																																																																																											
25-Apr-22	Michigan	Menominee	Menominee 04	WOAH Non-Poultry																																																																																																																																																																																																								40
25-Apr-22	Minnesota	Rice	Rice 01	WOAH Non-Poultry																																																																																																																																																																																																								90
25-Apr-22	Minnesota	Stearns	Stearns 08	Commercial Turkey Meat Bird																																																																																																																																																																		"14,600"																																						
25-Apr-22	Utah	Cache	Cache 01	Commercial Table Egg Layer																																																																																																																																																																																																"1,501,200"								
23-Apr-22	Wisconsin	Polk	Polk 02	WOAH Non-Poultry																																																																																																																																																																																																								40
22-Apr-22	Minnesota	Otter Tail	Otter Tail 04	Commercial Turkey Meat Bird																																																																																																			"27,300"																																																																																																					
22-Apr-22	Minnesota	Swift	Swift 03	Commercial Turkey Meat Bird																																																																																																																																																												"127,400"																																												
22-Apr-22	Minnesota	Yellow Medicine	Yellow Medicine 02	Commercial Turkey Meat Bird																																																																																																																														"49,500"																																																																										
22-Apr-22	Pennsylvania	Lancaster	Lancaster 04	Commercial Broiler Production																																																																														"50,300"																																																																																																																										
21-Apr-22	Iowa	Bremer	Bremer 01	Commercial Turkey Meat Bird																																																																																																																														"29,200"																																																																										
21-Apr-22	Minnesota	Morrison	Morrison 11	Commercial Turkey Meat Bird																																																																																																																"40,900"																																																																																								
21-Apr-22	Minnesota	Todd	Todd 04	Commercial Turkey Meat Bird																																																																																																																																														"19,700"																																																										
21-Apr-22	Minnesota	Todd	Todd 05	Commercial Turkey Meat Bird											"37,000"																																																																																																																																																																																													
21-Apr-22	North Dakota	Renville	Renville 01	WOAH Non-Poultry																																																																																																																																																																																																								70
